SITE_ID,YEAR,SEASON,DATEON,DATEOFF,SO2_CONC,SO4_CONC,TNO3_CONC,NH4_CONC
BEL116,2013,FA,09/03/2013 09:00:00,12/03/2013 08:00:00,1.336,1.888,1.65,0.703
BEL116,2014,SU,06/03/2014 09:00:00,09/02/2014 08:00:00,0.788,2.039,1.524,0.629
BEL116,2014,FA,09/02/2014 09:00:00,12/02/2014 08:00:00,1.411,1.637,1.381,0.556
BEL116,2014,SP,03/04/2014 09:00:00,06/03/2014 08:00:00,1.788,2.125,2.246,0.765
BEL116,2014,WI,12/03/2013 09:00:00,03/04/2014 08:00:00,3.663,2.033,2.842,1.037
BEL116,2015,WI,12/02/2014 09:00:00,03/03/2015 08:00:00,3.134,2.033,2.995,1.123
BEL116,2015,FA,09/01/2015 09:00:00,12/01/2015 08:00:00,1.014,1.347,1.392,0.407
BEL116,2015,SP,03/03/2015 09:00:00,06/02/2015 08:00:00,1.457,1.735,1.909,0.599
BEL116,2015,SU,06/02/2015 09:00:00,09/01/2015 08:00:00,0.742,1.971,1.614,0.627
BEL116,2016,SP,03/01/2016 09:00:00,05/31/2016 08:00:00,0.789,1.284,1.897,0.53
BEL116,2016,SU,05/31/2016 09:00:00,08/30/2016 08:00:00,0.67,1.528,1.465,0.492
BEL116,2016,FA,08/30/2016 09:00:00,11/29/2016 08:00:00,1.063,1.278,1.738,0.509
BEL116,2016,WI,12/01/2015 09:00:00,03/01/2016 08:00:00,1.34,1.393,2.188,0.692
BEL116,2017,SU,05/30/2017 09:00:00,08/29/2017 08:00:00,0.41,1.298,1.251,0.433
BEL116,2017,FA,08/29/2017 09:00:00,11/28/2017 08:00:00,0.561,0.984,1.325,0.367
BEL116,2017,SP,02/28/2017 09:00:00,05/30/2017 08:00:00,0.908,1.026,1.516,0.398
BEL116,2017,WI,11/29/2016 09:00:00,02/28/2017 08:00:00,1.173,1.22,2.135,0.661
BEL116,2018,SU,05/29/2018 09:00:00,09/04/2018 08:00:00,0.414,1.271,1.404,0.385
BEL116,2018,FA,09/04/2018 09:00:00,12/04/2018 08:00:00,0.408,1.05,1.244,0.413
BEL116,2018,WI,11/28/2017 09:00:00,02/27/2018 08:00:00,1.11,1.142,2.571,0.74
BEL116,2018,SP,02/27/2018 09:00:00,05/29/2018 08:00:00,0.74,1.166,1.874,0.488
BEL116,2019,WI,12/04/2018 09:00:00,02/26/2019 08:00:00,0.786,1.078,2.291,0.751
BEL116,2019,SU,06/04/2019 09:00:00,09/03/2019 08:00:00,0.332,1.195,1.207,0.381
BEL116,2019,FA,09/03/2019 09:00:00,12/03/2019 08:00:00,0.477,1.008,1.46,0.379
BEL116,2019,SP,02/26/2019 09:00:00,06/04/2019 08:00:00,0.495,1.126,1.799,0.443
BEL116,2020,WI,12/03/2019 09:00:00,03/03/2020 08:00:00,0.46,0.882,2.089,0.604
BEL116,2020,SU,06/02/2020 09:00:00,09/01/2020 08:00:00,,,,
BEL116,2020,SP,03/03/2020 09:00:00,06/02/2020 08:00:00,0.325,0.904,1.289,0.322
BFT142,2000,SP,02/29/2000 09:00:00,05/30/2000 08:00:00,2.736,4.343,3.096,0.959
BFT142,2000,WI,11/30/1999 09:00:00,02/29/2000 08:00:00,5.139,2.95,2.712,0.804
BFT142,2000,FA,08/29/2000 09:00:00,11/28/2000 08:00:00,3.029,3.872,2.371,0.978
BFT142,2000,SU,05/30/2000 09:00:00,08/29/2000 08:00:00,1.554,4.778,2.221,1.042
BFT142,2001,FA,09/04/2001 09:00:00,12/04/2001 08:00:00,2.029,2.832,1.909,0.627
BFT142,2001,SU,05/29/2001 09:00:00,09/04/2001 08:00:00,1.488,5.237,1.949,1.162
BFT142,2001,WI,11/28/2000 09:00:00,02/27/2001 08:00:00,6.512,3.226,3.017,0.907
BFT142,2001,SP,02/27/2001 09:00:00,05/29/2001 08:00:00,2.86,4.517,2.974,1.033
BFT142,2002,SU,06/04/2002 09:00:00,09/03/2002 08:00:00,1.377,4.214,1.868,0.87
BFT142,2002,FA,09/03/2002 09:00:00,12/03/2002 08:00:00,2.61,3.815,2.187,0.881
BFT142,2002,SP,02/26/2002 09:00:00,06/04/2002 08:00:00,2.131,3.972,2.568,0.898
BFT142,2002,WI,12/04/2001 09:00:00,02/26/2002 08:00:00,4.349,2.403,2.403,0.787
BFT142,2003,SU,06/03/2003 09:00:00,09/02/2003 08:00:00,1.511,4.552,1.831,0.841
BFT142,2003,SP,03/04/2003 09:00:00,06/03/2003 08:00:00,1.94,3.78,2.08,0.729
BFT142,2003,FA,09/02/2003 09:00:00,12/02/2003 08:00:00,2.347,3.374,1.821,0.692
BFT142,2003,WI,12/03/2002 09:00:00,03/04/2003 08:00:00,6.24,2.951,2.8,0.868
BFT142,2004,WI,12/02/2003 09:00:00,03/02/2004 08:00:00,5.899,2.543,2.653,0.689
BFT142,2004,SP,03/02/2004 09:00:00,06/01/2004 08:00:00,2.67,4.809,2.678,0.992
BFT142,2004,SU,06/01/2004 09:00:00,08/31/2004 08:00:00,1.381,5.76,1.696,1.194
BFT142,2004,FA,08/31/2004 09:00:00,11/30/2004 08:00:00,2.613,3.77,2.073,0.943
BFT142,2005,SP,03/01/2005 09:00:00,05/31/2005 08:00:00,3.3,4.667,2.756,1.112
BFT142,2005,FA,08/30/2005 09:00:00,11/29/2005 08:00:00,2.749,4.127,1.793,0.912
BFT142,2005,WI,11/30/2004 09:00:00,03/01/2005 08:00:00,4.972,2.977,2.84,0.863
BFT142,2005,SU,05/31/2005 09:00:00,08/30/2005 08:00:00,1.488,5.286,1.535,1.166
BFT142,2006,SP,02/28/2006 09:00:00,05/30/2006 08:00:00,3.532,4.5,2.767,1.005
BFT142,2006,SU,05/30/2006 09:00:00,08/29/2006 08:00:00,1.462,4.447,1.438,0.865
BFT142,2006,FA,08/29/2006 09:00:00,11/28/2006 08:00:00,2.264,3.547,1.659,0.75
BFT142,2006,WI,11/29/2005 09:00:00,02/28/2006 08:00:00,5.115,2.762,2.234,0.663
BFT142,2007,SP,02/27/2007 09:00:00,05/29/2007 08:00:00,2.495,3.577,2.439,0.769
BFT142,2007,FA,09/04/2007 09:00:00,12/04/2007 08:00:00,2.573,3.296,1.771,0.801
BFT142,2007,SU,05/29/2007 09:00:00,09/04/2007 08:00:00,1.311,5.046,1.96,1.011
BFT142,2007,WI,11/28/2006 09:00:00,02/27/2007 08:00:00,4.381,2.391,2.062,0.644
BFT142,2008,WI,12/04/2007 09:00:00,03/04/2008 08:00:00,3.894,3.017,2.426,0.835
BFT142,2008,SU,06/03/2008 09:00:00,09/02/2008 08:00:00,1.519,4.44,1.859,0.844
BFT142,2008,FA,09/02/2008 09:00:00,12/02/2008 08:00:00,1.954,2.712,1.571,0.534
BFT142,2008,SP,03/04/2008 09:00:00,06/03/2008 08:00:00,1.749,3.519,2.046,0.697
BFT142,2009,FA,09/01/2009 09:00:00,12/01/2009 08:00:00,1.004,2.203,1.207,0.518
BFT142,2009,WI,12/02/2008 09:00:00,03/03/2009 08:00:00,2.864,2.523,1.894,0.687
BFT142,2009,SP,03/03/2009 09:00:00,06/02/2009 08:00:00,1.088,2.775,1.828,0.489
BFT142,2009,SU,06/02/2009 09:00:00,09/01/2009 08:00:00,0.932,3.385,1.409,0.699
BFT142,2010,WI,12/01/2009 09:00:00,03/02/2010 08:00:00,2.847,2.468,1.738,0.741
BFT142,2010,SU,06/01/2010 09:00:00,08/31/2010 08:00:00,0.923,3.036,1.53,0.6
BFT142,2010,FA,08/31/2010 09:00:00,11/30/2010 08:00:00,1.145,2.452,1.457,0.591
BFT142,2010,SP,03/02/2010 09:00:00,06/01/2010 08:00:00,1.26,2.812,1.843,0.566
BFT142,2011,SU,05/31/2011 09:00:00,08/30/2011 08:00:00,1.055,3.576,1.718,0.616
BFT142,2011,WI,11/30/2010 09:00:00,03/01/2011 08:00:00,2.425,2.197,1.871,0.767
BFT142,2011,SP,03/01/2011 09:00:00,05/31/2011 08:00:00,0.8,2.716,1.79,0.67
BFT142,2011,FA,08/30/2011 09:00:00,11/29/2011 08:00:00,0.766,1.745,1.116,0.434
BFT142,2012,SU,05/29/2012 09:00:00,09/04/2012 08:00:00,0.748,2.194,1.179,0.49
BFT142,2012,FA,09/04/2012 09:00:00,12/04/2012 08:00:00,0.732,1.775,1.288,0.49
BFT142,2012,SP,02/28/2012 09:00:00,05/29/2012 08:00:00,0.701,1.993,1.376,0.415
BFT142,2012,WI,11/29/2011 09:00:00,02/28/2012 08:00:00,1.26,1.863,1.717,0.586
BFT142,2013,WI,12/04/2012 09:00:00,02/26/2013 08:00:00,1.087,1.78,1.425,0.603
BFT142,2013,SU,06/04/2013 09:00:00,09/03/2013 08:00:00,0.545,1.855,0.982,0.317
BFT142,2013,FA,09/03/2013 09:00:00,12/03/2013 08:00:00,0.699,1.661,1.058,0.437
BFT142,2013,SP,02/26/2013 09:00:00,06/04/2013 08:00:00,0.812,2.173,1.432,0.508
BFT142,2014,WI,12/03/2013 09:00:00,03/04/2014 08:00:00,1.283,1.64,1.402,0.493
BFT142,2014,SU,06/03/2014 09:00:00,09/02/2014 08:00:00,0.553,2.004,1.129,0.419
BFT142,2014,FA,09/02/2014 09:00:00,12/02/2014 08:00:00,0.765,1.523,1.033,0.377
BFT142,2014,SP,03/04/2014 09:00:00,06/03/2014 08:00:00,0.746,2.243,1.511,0.45
BFT142,2015,WI,12/02/2014 09:00:00,03/03/2015 08:00:00,1.136,1.636,1.529,0.557
BFT142,2015,SU,06/02/2015 09:00:00,09/01/2015 08:00:00,0.529,1.803,1.323,0.331
BFT142,2015,SP,03/03/2015 09:00:00,06/02/2015 08:00:00,0.673,1.576,1.334,0.386
BFT142,2015,FA,09/01/2015 09:00:00,12/01/2015 08:00:00,0.667,1.198,0.867,0.288
BFT142,2016,SP,03/01/2016 09:00:00,05/31/2016 08:00:00,0.544,1.526,1.355,0.345
BFT142,2016,FA,08/30/2016 09:00:00,11/29/2016 08:00:00,0.596,1.025,0.939,0.257
BFT142,2016,WI,12/01/2015 09:00:00,03/01/2016 08:00:00,0.724,1.226,1.25,0.343
BFT142,2016,SU,05/31/2016 09:00:00,08/30/2016 08:00:00,0.54,1.384,1.063,0.282
BFT142,2017,WI,11/29/2016 09:00:00,02/28/2017 08:00:00,0.788,1.03,1.264,0.337
BFT142,2017,SU,05/30/2017 09:00:00,08/29/2017 08:00:00,0.437,1.303,1.006,0.248
BFT142,2017,SP,02/28/2017 09:00:00,05/30/2017 08:00:00,0.586,1.355,1.238,0.319
BFT142,2017,FA,08/29/2017 09:00:00,11/28/2017 08:00:00,0.487,1.056,0.966,0.244
BFT142,2018,FA,09/04/2018 09:00:00,12/04/2018 08:00:00,,,,
BFT142,2018,SP,02/27/2018 09:00:00,05/29/2018 08:00:00,0.441,1.225,1.116,0.266
BFT142,2018,WI,11/28/2017 09:00:00,02/27/2018 08:00:00,0.74,1.069,1.374,0.325
BFT142,2018,SU,05/29/2018 09:00:00,09/04/2018 08:00:00,0.388,1.303,0.983,0.302
BFT142,2019,SU,06/04/2019 09:00:00,09/03/2019 08:00:00,,,,
BFT142,2019,SP,02/26/2019 09:00:00,06/04/2019 08:00:00,0.386,1.252,1.258,0.252
BFT142,2019,FA,09/03/2019 09:00:00,12/03/2019 08:00:00,0.417,1.049,0.986,0.249
BFT142,2020,SP,03/03/2020 09:00:00,06/02/2020 08:00:00,0.345,1.109,0.976,0.202
BFT142,2020,WI,12/03/2019 09:00:00,03/03/2020 08:00:00,0.407,0.848,1.087,0.242
BFT142,2020,SU,06/02/2020 09:00:00,09/01/2020 08:00:00,,,,
BUF603,2012,FA,09/04/2012 09:00:00,12/04/2012 08:00:00,,,,
BUF603,2013,FA,09/03/2013 09:00:00,12/03/2013 08:00:00,0.345,0.509,0.676,0.206
BUF603,2013,WI,12/04/2012 09:00:00,02/26/2013 08:00:00,0.509,0.43,0.712,0.221
BUF603,2013,SP,02/26/2013 09:00:00,06/04/2013 08:00:00,0.301,0.846,0.788,0.303
BUF603,2013,SU,06/04/2013 09:00:00,09/03/2013 08:00:00,0.346,0.688,1.114,0.27
BUF603,2014,WI,12/03/2013 09:00:00,03/04/2014 08:00:00,0.466,0.421,0.618,0.22
BUF603,2014,SP,03/04/2014 09:00:00,06/03/2014 08:00:00,0.211,0.641,0.597,0.231
BUF603,2014,FA,09/02/2014 09:00:00,12/02/2014 08:00:00,0.256,0.415,0.526,0.15
BUF603,2014,SU,06/03/2014 09:00:00,09/02/2014 08:00:00,0.227,0.512,0.744,0.206
BUF603,2015,WI,12/02/2014 09:00:00,03/03/2015 08:00:00,0.525,0.427,0.532,0.192
BUF603,2015,SU,06/02/2015 09:00:00,09/01/2015 08:00:00,0.332,0.586,0.857,0.252
BUF603,2015,SP,03/03/2015 09:00:00,06/02/2015 08:00:00,0.284,0.542,0.604,0.203
BUF603,2015,FA,09/01/2015 09:00:00,12/01/2015 08:00:00,0.401,0.457,0.644,0.176
BUF603,2016,SP,03/01/2016 09:00:00,05/31/2016 08:00:00,0.217,0.425,0.43,0.161
BUF603,2016,SU,05/31/2016 09:00:00,08/30/2016 08:00:00,0.395,0.461,0.837,0.183
BUF603,2016,FA,08/30/2016 09:00:00,11/29/2016 08:00:00,0.36,0.358,0.394,0.136
BUF603,2016,WI,12/01/2015 09:00:00,03/01/2016 08:00:00,0.469,0.324,0.549,0.173
BUF603,2017,FA,08/29/2017 09:00:00,11/28/2017 08:00:00,0.286,0.393,0.566,0.184
BUF603,2017,SU,05/30/2017 09:00:00,08/29/2017 08:00:00,0.295,0.527,0.86,0.234
BUF603,2017,SP,02/28/2017 09:00:00,05/30/2017 08:00:00,0.298,0.446,0.496,0.182
BUF603,2017,WI,11/29/2016 09:00:00,02/28/2017 08:00:00,0.62,0.494,0.662,0.234
BUF603,2018,FA,09/04/2018 09:00:00,12/04/2018 08:00:00,0.236,0.368,0.522,0.167
BUF603,2018,WI,11/28/2017 09:00:00,02/27/2018 08:00:00,0.509,0.414,0.577,0.189
BUF603,2018,SP,02/27/2018 09:00:00,05/29/2018 08:00:00,0.194,0.461,0.604,0.186
BUF603,2018,SU,05/29/2018 09:00:00,09/04/2018 08:00:00,0.226,0.469,0.75,0.213
BUF603,2019,WI,12/04/2018 09:00:00,02/26/2019 08:00:00,,,,
BUF603,2019,SP,02/26/2019 09:00:00,06/04/2019 08:00:00,0.19,0.498,0.705,0.223
BUF603,2019,FA,09/03/2019 09:00:00,12/03/2019 08:00:00,0.224,0.328,0.363,0.139
BUF603,2019,SU,06/04/2019 09:00:00,09/03/2019 08:00:00,0.199,0.497,0.682,0.18
BUF603,2020,SP,03/03/2020 09:00:00,06/02/2020 08:00:00,0.159,0.545,0.615,0.229
BUF603,2020,WI,12/03/2019 09:00:00,03/03/2020 08:00:00,0.267,0.288,0.403,0.122
BUF603,2020,SU,06/02/2020 09:00:00,09/01/2020 08:00:00,,,,
BVL130,2000,FA,08/29/2000 09:00:00,11/28/2000 08:00:00,5.523,4.57,4.847,2.044
BVL130,2000,WI,11/30/1999 09:00:00,02/29/2000 08:00:00,8.886,2.818,5.721,2.096
BVL130,2000,SU,05/30/2000 09:00:00,08/29/2000 08:00:00,3.739,5.634,3.845,2.025
BVL130,2000,SP,02/29/2000 09:00:00,05/30/2000 08:00:00,4.802,3.997,5.2,2.029
BVL130,2001,SP,02/27/2001 09:00:00,05/29/2001 08:00:00,4.717,3.639,5.415,2.05
BVL130,2001,FA,09/04/2001 09:00:00,12/04/2001 08:00:00,4.538,3.001,3.773,1.489
BVL130,2001,WI,11/28/2000 09:00:00,02/27/2001 08:00:00,11.733,3.18,7.147,2.658
BVL130,2001,SU,05/29/2001 09:00:00,09/04/2001 08:00:00,4.287,6.188,4.24,2.143
BVL130,2002,SP,02/26/2002 09:00:00,06/04/2002 08:00:00,4.533,3.45,4.609,1.684
BVL130,2002,FA,09/03/2002 09:00:00,12/03/2002 08:00:00,4.872,4.134,4.846,1.978
BVL130,2002,WI,12/04/2001 09:00:00,02/26/2002 08:00:00,5.259,2.13,4.428,1.679
BVL130,2002,SU,06/04/2002 09:00:00,09/03/2002 08:00:00,4.648,7.113,4.963,2.289
BVL130,2003,SP,03/04/2003 09:00:00,06/03/2003 08:00:00,4.989,3.815,5.299,1.792
BVL130,2003,SU,06/03/2003 09:00:00,09/02/2003 08:00:00,3.942,5.361,4.022,1.785
BVL130,2003,WI,12/03/2002 09:00:00,03/04/2003 08:00:00,7.74,2.784,5.995,2.185
BVL130,2003,FA,09/02/2003 09:00:00,12/02/2003 08:00:00,4.706,3.609,3.98,1.587
BVL130,2004,SP,03/02/2004 09:00:00,06/01/2004 08:00:00,3.957,3.298,4.041,1.471
BVL130,2004,FA,08/31/2004 09:00:00,11/30/2004 08:00:00,6.439,4.25,3.898,1.801
BVL130,2004,SU,06/01/2004 09:00:00,08/31/2004 08:00:00,2.893,3.98,2.687,1.231
BVL130,2004,WI,12/02/2003 09:00:00,03/02/2004 08:00:00,9.971,2.793,5.851,2.113
BVL130,2005,SU,05/31/2005 09:00:00,08/30/2005 08:00:00,4.339,7.319,3.876,2.422
BVL130,2005,WI,11/30/2004 09:00:00,03/01/2005 08:00:00,7.864,2.942,5.905,2.211
BVL130,2005,SP,03/01/2005 09:00:00,05/31/2005 08:00:00,4.829,3.848,5.082,1.901
BVL130,2005,FA,08/30/2005 09:00:00,11/29/2005 08:00:00,4.311,4.194,3.264,1.596
BVL130,2006,SP,02/28/2006 09:00:00,05/30/2006 08:00:00,4.246,3.342,4.379,1.505
BVL130,2006,WI,11/29/2005 09:00:00,02/28/2006 08:00:00,6.618,2.6,4.873,1.924
BVL130,2006,FA,08/29/2006 09:00:00,11/28/2006 08:00:00,4.55,2.929,3.119,1.401
BVL130,2006,SU,05/30/2006 09:00:00,08/29/2006 08:00:00,3.147,4.649,3.054,1.457
BVL130,2007,FA,09/04/2007 09:00:00,12/04/2007 08:00:00,3.638,3.156,3.313,1.329
BVL130,2007,SP,02/27/2007 09:00:00,05/29/2007 08:00:00,3.818,3.143,3.627,1.303
BVL130,2007,WI,11/28/2006 09:00:00,02/27/2007 08:00:00,4.125,1.703,3.503,1.317
BVL130,2007,SU,05/29/2007 09:00:00,09/04/2007 08:00:00,3.55,4.59,3.09,1.493
BVL130,2008,SP,03/04/2008 09:00:00,06/03/2008 08:00:00,3.567,3.077,3.943,1.538
BVL130,2008,SU,06/03/2008 09:00:00,09/02/2008 08:00:00,2.664,3.466,2.28,1.11
BVL130,2008,WI,12/04/2007 09:00:00,03/04/2008 08:00:00,6.43,2.73,5.594,2.053
BVL130,2008,FA,09/02/2008 09:00:00,12/02/2008 08:00:00,3.182,2.811,2.932,1.251
BVL130,2009,SP,03/03/2009 09:00:00,06/02/2009 08:00:00,2.71,2.775,3.111,1.225
BVL130,2009,FA,09/01/2009 09:00:00,12/01/2009 08:00:00,2.232,2.859,2.614,1.194
BVL130,2009,WI,12/02/2008 09:00:00,03/03/2009 08:00:00,4.775,2.276,4.488,1.768
BVL130,2009,SU,06/02/2009 09:00:00,09/01/2009 08:00:00,1.683,3.26,2.365,1.132
BVL130,2010,SU,06/01/2010 09:00:00,08/31/2010 08:00:00,1.604,3.315,1.944,1.022
BVL130,2010,WI,12/01/2009 09:00:00,03/02/2010 08:00:00,5.039,2.815,6.637,2.528
BVL130,2010,SP,03/02/2010 09:00:00,06/01/2010 08:00:00,2.473,2.593,3.45,1.22
BVL130,2010,FA,08/31/2010 09:00:00,11/30/2010 08:00:00,2.57,1.952,2.684,0.92
BVL130,2011,SU,05/31/2011 09:00:00,08/30/2011 08:00:00,2.021,3.835,2.7,1.231
BVL130,2011,FA,08/30/2011 09:00:00,11/29/2011 08:00:00,2.175,2.203,2.332,0.925
BVL130,2011,WI,11/30/2010 09:00:00,03/01/2011 08:00:00,4.878,2.739,6.172,2.274
BVL130,2011,SP,03/01/2011 09:00:00,05/31/2011 08:00:00,2.236,2.541,3.103,1.155
BVL130,2012,SP,02/28/2012 09:00:00,05/29/2012 08:00:00,2.357,2.37,3.138,0.976
BVL130,2012,FA,09/04/2012 09:00:00,12/04/2012 08:00:00,1.997,1.81,3.051,1.024
BVL130,2012,WI,11/29/2011 09:00:00,02/28/2012 08:00:00,2.463,1.655,3.384,1.295
BVL130,2012,SU,05/29/2012 09:00:00,09/04/2012 08:00:00,1.732,2.412,2.533,0.788
BVL130,2013,FA,09/03/2013 09:00:00,12/03/2013 08:00:00,1.962,2.115,2.419,0.999
BVL130,2013,SU,06/04/2013 09:00:00,09/03/2013 08:00:00,1.491,2.898,2.307,0.907
BVL130,2013,WI,12/04/2012 09:00:00,02/26/2013 08:00:00,2.321,2.116,4.39,1.769
BVL130,2013,SP,02/26/2013 09:00:00,06/04/2013 08:00:00,2.188,2.16,3.095,1.064
BVL130,2014,FA,09/02/2014 09:00:00,12/02/2014 08:00:00,1.61,1.878,2.127,0.808
BVL130,2014,SP,03/04/2014 09:00:00,06/03/2014 08:00:00,2.424,2.294,3.687,1.289
BVL130,2014,SU,06/03/2014 09:00:00,09/02/2014 08:00:00,1.358,2.548,1.846,0.771
BVL130,2014,WI,12/03/2013 09:00:00,03/04/2014 08:00:00,3.778,1.821,4.518,1.624
BVL130,2015,FA,09/01/2015 09:00:00,12/01/2015 08:00:00,1.381,1.365,1.804,0.555
BVL130,2015,SP,03/03/2015 09:00:00,06/02/2015 08:00:00,1.601,1.562,2.725,0.826
BVL130,2015,WI,12/02/2014 09:00:00,03/03/2015 08:00:00,2.406,2.195,4.48,1.758
BVL130,2015,SU,06/02/2015 09:00:00,09/01/2015 08:00:00,0.929,2.061,1.747,0.635
BVL130,2016,WI,12/01/2015 09:00:00,03/01/2016 08:00:00,1.291,1.354,3.018,1.088
BVL130,2016,SU,05/31/2016 09:00:00,08/30/2016 08:00:00,0.696,1.67,1.906,0.596
BVL130,2016,SP,03/01/2016 09:00:00,05/31/2016 08:00:00,0.83,1.269,2.545,0.713
BVL130,2016,FA,08/30/2016 09:00:00,11/29/2016 08:00:00,0.862,1.416,2.191,0.673
BVL130,2017,SP,02/28/2017 09:00:00,05/30/2017 08:00:00,0.97,1.269,2.328,0.62
BVL130,2017,SU,05/30/2017 09:00:00,08/29/2017 08:00:00,0.688,1.489,1.778,0.553
BVL130,2017,WI,11/29/2016 09:00:00,02/28/2017 08:00:00,1.027,1.284,3.107,1.071
BVL130,2017,FA,08/29/2017 09:00:00,11/28/2017 08:00:00,0.786,1.362,2.017,0.677
BVL130,2018,FA,09/04/2018 09:00:00,12/04/2018 08:00:00,0.603,1.154,2.302,0.72
BVL130,2018,SP,02/27/2018 09:00:00,05/29/2018 08:00:00,0.71,1.145,2.888,0.71
BVL130,2018,SU,05/29/2018 09:00:00,09/04/2018 08:00:00,0.549,1.388,1.604,0.507
BVL130,2018,WI,11/28/2017 09:00:00,02/27/2018 08:00:00,1.053,1.179,3.744,1.172
BVL130,2019,WI,12/04/2018 09:00:00,02/26/2019 08:00:00,0.807,1.314,4.467,1.552
BVL130,2019,FA,09/03/2019 09:00:00,12/03/2019 08:00:00,0.588,1.092,2.012,0.65
BVL130,2019,SP,02/26/2019 09:00:00,06/04/2019 08:00:00,0.609,1.192,2.668,0.77
BVL130,2019,SU,06/04/2019 09:00:00,09/03/2019 08:00:00,0.498,1.301,1.902,0.532
BVL130,2020,WI,12/03/2019 09:00:00,03/03/2020 08:00:00,0.69,1.161,3.777,1.261
BVL130,2020,SU,06/02/2020 09:00:00,09/01/2020 08:00:00,,,,
BVL130,2020,SP,03/03/2020 09:00:00,06/02/2020 08:00:00,0.409,1.143,1.949,0.487
BWR139,2000,SU,05/30/2000 09:00:00,08/29/2000 08:00:00,5.136,6.663,3.281,2.035
BWR139,2000,SP,02/29/2000 09:00:00,05/30/2000 08:00:00,6.338,4.343,3.893,1.515
BWR139,2000,WI,11/30/1999 09:00:00,02/29/2000 08:00:00,12.146,3.31,4.588,1.595
BWR139,2000,FA,08/29/2000 09:00:00,11/28/2000 08:00:00,7.162,4.448,3.27,1.415
BWR139,2001,SP,02/27/2001 09:00:00,05/29/2001 08:00:00,7.059,4.786,4.182,1.602
BWR139,2001,SU,05/29/2001 09:00:00,09/04/2001 08:00:00,5.778,7.466,3.338,2.123
BWR139,2001,FA,09/04/2001 09:00:00,12/04/2001 08:00:00,5.916,3.548,3.091,1.189
BWR139,2001,WI,11/28/2000 09:00:00,02/27/2001 08:00:00,14.539,3.561,4.697,1.891
BWR139,2002,WI,12/04/2001 09:00:00,02/26/2002 08:00:00,9.779,2.826,3.765,1.214
BWR139,2002,SP,02/26/2002 09:00:00,06/04/2002 08:00:00,5.669,4.452,3.517,1.411
BWR139,2002,FA,09/03/2002 09:00:00,12/03/2002 08:00:00,6.065,4.024,3.18,1.463
BWR139,2002,SU,06/04/2002 09:00:00,09/03/2002 08:00:00,5.569,6.684,3.613,1.926
BWR139,2003,SU,06/03/2003 09:00:00,09/02/2003 08:00:00,6.133,7.864,3.223,2.702
BWR139,2003,SP,03/04/2003 09:00:00,06/03/2003 08:00:00,4.919,4.293,3.455,1.612
BWR139,2003,WI,12/03/2002 09:00:00,03/04/2003 08:00:00,13.344,3.262,4.371,1.634
BWR139,2003,FA,09/02/2003 09:00:00,12/02/2003 08:00:00,6.175,3.844,2.9,1.411
BWR139,2004,WI,12/02/2003 09:00:00,03/02/2004 08:00:00,13.424,2.761,4.351,1.325
BWR139,2004,SU,06/01/2004 09:00:00,08/31/2004 08:00:00,5.134,7.653,2.911,2.389
BWR139,2004,SP,03/02/2004 09:00:00,06/01/2004 08:00:00,6.54,4.707,3.923,1.634
BWR139,2004,FA,08/31/2004 09:00:00,11/30/2004 08:00:00,5.208,3.961,2.697,1.419
BWR139,2005,WI,11/30/2004 09:00:00,03/01/2005 08:00:00,10.996,3.23,4.921,1.772
BWR139,2005,SP,03/01/2005 09:00:00,05/31/2005 08:00:00,7.073,4.359,4.119,1.619
BWR139,2005,SU,05/31/2005 09:00:00,08/30/2005 08:00:00,,,,
BWR139,2005,FA,08/30/2005 09:00:00,11/29/2005 08:00:00,,,,
BWR139,2006,SP,02/28/2006 09:00:00,05/30/2006 08:00:00,6.619,3.91,3.427,1.299
BWR139,2006,WI,11/29/2005 09:00:00,02/28/2006 08:00:00,13.084,3.368,3.857,1.426
BWR139,2006,SU,05/30/2006 09:00:00,08/29/2006 08:00:00,6.638,7.575,2.635,2.121
BWR139,2006,FA,08/29/2006 09:00:00,11/28/2006 08:00:00,5.329,3.86,2.583,1.386
BWR139,2007,FA,09/04/2007 09:00:00,12/04/2007 08:00:00,5.618,3.77,2.637,1.256
BWR139,2007,SU,05/29/2007 09:00:00,09/04/2007 08:00:00,4.728,5.913,2.834,1.832
BWR139,2007,WI,11/28/2006 09:00:00,02/27/2007 08:00:00,10.631,2.574,3.8,1.292
BWR139,2007,SP,02/27/2007 09:00:00,05/29/2007 08:00:00,5.749,3.617,3.308,1.253
BWR139,2008,FA,09/02/2008 09:00:00,12/02/2008 08:00:00,4.389,2.921,2.278,0.981
BWR139,2008,SP,03/04/2008 09:00:00,06/03/2008 08:00:00,4.375,3.575,2.798,1.186
BWR139,2008,SU,06/03/2008 09:00:00,09/02/2008 08:00:00,5.36,5.843,2.516,1.731
BWR139,2008,WI,12/04/2007 09:00:00,03/04/2008 08:00:00,8.927,3.18,3.695,1.634
BWR139,2009,WI,12/02/2008 09:00:00,03/03/2009 08:00:00,7.846,2.673,2.972,1.261
BWR139,2009,SU,06/02/2009 09:00:00,09/01/2009 08:00:00,3.366,4.422,1.909,1.349
BWR139,2009,FA,09/01/2009 09:00:00,12/01/2009 08:00:00,2.143,2.172,1.521,0.693
BWR139,2009,SP,03/03/2009 09:00:00,06/02/2009 08:00:00,3.041,2.651,2.203,0.934
